,0
HEALTHCARE_EXPENSES_130242.10,0.0
HEALTHCARE_EXPENSES_130277.14,0.0
HEALTHCARE_EXPENSES_13030.88,0.0
HEALTHCARE_EXPENSES_1303142.15,0.0
HEALTHCARE_EXPENSES_130448.27,0.0
HEALTHCARE_EXPENSES_130457.02,0.0
HEALTHCARE_EXPENSES_130539.16,0.0
HEALTHCARE_EXPENSES_130634.94,0.0
HEALTHCARE_EXPENSES_13095.42,0.0
HEALTHCARE_EXPENSES_131146.52,0.0
HEALTHCARE_EXPENSES_1312319.07,0.0
HEALTHCARE_EXPENSES_131251.85,0.0
HEALTHCARE_EXPENSES_13143.48,0.0
HEALTHCARE_EXPENSES_131638.46,0.0
HEALTHCARE_EXPENSES_131767.83,0.0
HEALTHCARE_EXPENSES_131836.60,0.0
HEALTHCARE_EXPENSES_13194.21,0.0
HEALTHCARE_EXPENSES_13209.99,0.0
HEALTHCARE_EXPENSES_132180.17,0.0
HEALTHCARE_EXPENSES_132297.54,0.0
HEALTHCARE_EXPENSES_132643.29,0.0
HEALTHCARE_EXPENSES_13275.04,0.0
HEALTHCARE_EXPENSES_13289.54,0.0
HEALTHCARE_EXPENSES_132902.41,0.0
HEALTHCARE_EXPENSES_132995.84,0.0
HEALTHCARE_EXPENSES_13315.10,0.0
HEALTHCARE_EXPENSES_13320.98,0.0
HEALTHCARE_EXPENSES_133422.66,0.0
HEALTHCARE_EXPENSES_13343.26,0.0
HEALTHCARE_EXPENSES_133541.61,0.0
HEALTHCARE_EXPENSES_133590.45,0.0
HEALTHCARE_EXPENSES_133592.22,0.0
HEALTHCARE_EXPENSES_133770.96,0.0
HEALTHCARE_EXPENSES_134104.16,0.0
HEALTHCARE_EXPENSES_134245.30,0.0
HEALTHCARE_EXPENSES_13435.55,0.0
HEALTHCARE_EXPENSES_134446.64,0.0
HEALTHCARE_EXPENSES_134483.10,0.0
HEALTHCARE_EXPENSES_13473.95,0.0
HEALTHCARE_EXPENSES_134745.64,0.0
HEALTHCARE_EXPENSES_13477.37,0.0
HEALTHCARE_EXPENSES_134789.82,0.0
HEALTHCARE_EXPENSES_134790.12,0.0
HEALTHCARE_EXPENSES_135130.89,0.0
HEALTHCARE_EXPENSES_135164.47,0.0
HEALTHCARE_EXPENSES_13542.22,0.0
HEALTHCARE_EXPENSES_135430.97,0.0
HEALTHCARE_EXPENSES_135549.08,0.0
HEALTHCARE_EXPENSES_13556.01,0.0
HEALTHCARE_EXPENSES_13567.45,0.0
HEALTHCARE_EXPENSES_135883.30,0.0
HEALTHCARE_EXPENSES_136431.41,0.0
HEALTHCARE_EXPENSES_136518.91,0.0
HEALTHCARE_EXPENSES_136618.16,0.0
HEALTHCARE_EXPENSES_136827.14,0.0
HEALTHCARE_EXPENSES_136853.10,0.0
HEALTHCARE_EXPENSES_13705.96,0.0
HEALTHCARE_EXPENSES_1371649.59,0.0
HEALTHCARE_EXPENSES_137189.83,0.0
HEALTHCARE_EXPENSES_137334.33,0.0
HEALTHCARE_EXPENSES_1374235.43,0.0
HEALTHCARE_EXPENSES_13745.86,0.0
HEALTHCARE_EXPENSES_137463.17,0.0
HEALTHCARE_EXPENSES_13784.28,0.0
HEALTHCARE_EXPENSES_13787.58,0.0
HEALTHCARE_EXPENSES_137930.12,0.0
HEALTHCARE_EXPENSES_138695.01,0.0
HEALTHCARE_EXPENSES_138953.82,0.0
HEALTHCARE_EXPENSES_13897.85,0.0
HEALTHCARE_EXPENSES_13898.47,0.0
HEALTHCARE_EXPENSES_139094.08,0.0
HEALTHCARE_EXPENSES_139577.07,0.0
HEALTHCARE_EXPENSES_13958.96,0.0
HEALTHCARE_EXPENSES_1396.46,0.0
HEALTHCARE_EXPENSES_139648.04,0.0
HEALTHCARE_EXPENSES_139749.39,0.0
HEALTHCARE_EXPENSES_1398.81,0.0
HEALTHCARE_EXPENSES_139848.54,0.0
HEALTHCARE_EXPENSES_1400.00,0.0
HEALTHCARE_EXPENSES_140123.37,0.0
HEALTHCARE_EXPENSES_140127.93,0.0
HEALTHCARE_EXPENSES_140173.69,0.0
HEALTHCARE_EXPENSES_140175.49,0.0
HEALTHCARE_EXPENSES_140256.57,0.0
HEALTHCARE_EXPENSES_1404051.49,0.0
HEALTHCARE_EXPENSES_140449.21,0.0
HEALTHCARE_EXPENSES_140708.86,0.0
HEALTHCARE_EXPENSES_141150.33,0.0
HEALTHCARE_EXPENSES_14124.23,0.0
HEALTHCARE_EXPENSES_141260.77,0.0
HEALTHCARE_EXPENSES_14169.31,0.0
HEALTHCARE_EXPENSES_141796.67,0.0
HEALTHCARE_EXPENSES_141925.24,0.0
HEALTHCARE_EXPENSES_14195.59,0.0
HEALTHCARE_EXPENSES_142055.25,0.0
HEALTHCARE_EXPENSES_14280.69,0.0
HEALTHCARE_EXPENSES_14287.94,0.0
HEALTHCARE_EXPENSES_143323.47,0.0
HEALTHCARE_EXPENSES_14338.69,0.0
HEALTHCARE_EXPENSES_143697.43,0.0
HEALTHCARE_EXPENSES_143995.93,0.0
HEALTHCARE_EXPENSES_144353.00,0.0
HEALTHCARE_EXPENSES_144378.51,0.0
HEALTHCARE_EXPENSES_14438.84,0.0
HEALTHCARE_EXPENSES_14471.61,0.0
HEALTHCARE_EXPENSES_14490.85,0.0
HEALTHCARE_EXPENSES_145019.62,0.0
HEALTHCARE_EXPENSES_145028.18,0.0
HEALTHCARE_EXPENSES_14534.66,0.0
HEALTHCARE_EXPENSES_145355.55,0.0
HEALTHCARE_EXPENSES_145457.77,0.0
HEALTHCARE_EXPENSES_145468.22,0.0
HEALTHCARE_EXPENSES_14563.14,0.0
HEALTHCARE_EXPENSES_145771.75,0.0
HEALTHCARE_EXPENSES_14583.22,0.0
HEALTHCARE_EXPENSES_14596.90,0.0
HEALTHCARE_EXPENSES_14604.29,0.0
HEALTHCARE_EXPENSES_14609.45,0.0
HEALTHCARE_EXPENSES_14614.85,0.0
HEALTHCARE_EXPENSES_146335.97,0.0
HEALTHCARE_EXPENSES_14656.53,0.0
HEALTHCARE_EXPENSES_146747.33,0.0
HEALTHCARE_EXPENSES_14692.73,0.0
HEALTHCARE_EXPENSES_14707.00,0.0
HEALTHCARE_EXPENSES_147093.37,0.0
HEALTHCARE_EXPENSES_147291.68,0.0
HEALTHCARE_EXPENSES_147335.65,0.0
HEALTHCARE_EXPENSES_147526.49,0.0
HEALTHCARE_EXPENSES_147578.70,0.0
HEALTHCARE_EXPENSES_14777.51,0.0
HEALTHCARE_EXPENSES_147858.79,0.0
HEALTHCARE_EXPENSES_1479.48,0.0
HEALTHCARE_EXPENSES_147995.63,0.0
HEALTHCARE_EXPENSES_14801.32,0.0
HEALTHCARE_EXPENSES_14802.74,0.0
HEALTHCARE_EXPENSES_148268.08,0.0
HEALTHCARE_EXPENSES_148300.88,0.0
HEALTHCARE_EXPENSES_148408.98,0.0
HEALTHCARE_EXPENSES_14872.64,0.0
HEALTHCARE_EXPENSES_1493121.62,0.0
HEALTHCARE_EXPENSES_149320.89,0.0
HEALTHCARE_EXPENSES_149334.63,0.0
HEALTHCARE_EXPENSES_149352.80,0.0
HEALTHCARE_EXPENSES_1495.86,0.0
HEALTHCARE_EXPENSES_149590.12,0.0
HEALTHCARE_EXPENSES_14965.68,0.0
HEALTHCARE_EXPENSES_14970.22,0.0
HEALTHCARE_EXPENSES_149744.57,0.0
HEALTHCARE_EXPENSES_150057.53,0.0
HEALTHCARE_EXPENSES_150267.26,0.0
HEALTHCARE_EXPENSES_150313.17,0.0
HEALTHCARE_EXPENSES_15035.22,0.0
HEALTHCARE_EXPENSES_150521.05,0.0
HEALTHCARE_EXPENSES_15086.92,0.0
HEALTHCARE_EXPENSES_15100.82,0.0
HEALTHCARE_EXPENSES_151197.07,0.0
HEALTHCARE_EXPENSES_15138.22,0.0
HEALTHCARE_EXPENSES_151493.39,0.0
HEALTHCARE_EXPENSES_151926.60,0.0
HEALTHCARE_EXPENSES_15238.43,0.0
HEALTHCARE_EXPENSES_152389.37,0.0
HEALTHCARE_EXPENSES_152498.95,0.0
HEALTHCARE_EXPENSES_152768.37,0.0
HEALTHCARE_EXPENSES_15285.84,0.0
HEALTHCARE_EXPENSES_15288.12,0.0
HEALTHCARE_EXPENSES_152946.06,0.0
HEALTHCARE_EXPENSES_15329.54,0.0
HEALTHCARE_EXPENSES_153347.41,0.0
HEALTHCARE_EXPENSES_153504.64,0.0
HEALTHCARE_EXPENSES_153844.69,0.0
HEALTHCARE_EXPENSES_153887.43,0.0
HEALTHCARE_EXPENSES_15405.13,0.0
HEALTHCARE_EXPENSES_154069.65,0.0
HEALTHCARE_EXPENSES_154343.04,0.0
HEALTHCARE_EXPENSES_15454.15,0.0
HEALTHCARE_EXPENSES_154662.36,0.0
HEALTHCARE_EXPENSES_154756.68,0.0
HEALTHCARE_EXPENSES_15511.11,0.0
HEALTHCARE_EXPENSES_155579.01,0.0
HEALTHCARE_EXPENSES_15584.11,0.0
HEALTHCARE_EXPENSES_155840.53,0.0
HEALTHCARE_EXPENSES_155854.94,0.0
HEALTHCARE_EXPENSES_155974.73,0.0
HEALTHCARE_EXPENSES_156070.00,0.0
HEALTHCARE_EXPENSES_15626.01,0.0
HEALTHCARE_EXPENSES_156386.27,0.0
HEALTHCARE_EXPENSES_156469.03,0.0
HEALTHCARE_EXPENSES_156603.08,0.0
HEALTHCARE_EXPENSES_1570.86,0.0
HEALTHCARE_EXPENSES_157155.81,0.0
HEALTHCARE_EXPENSES_1572.72,0.0
HEALTHCARE_EXPENSES_15769.62,0.0
HEALTHCARE_EXPENSES_157747.38,0.0
HEALTHCARE_EXPENSES_15793.27,0.0
HEALTHCARE_EXPENSES_158613.65,0.0
HEALTHCARE_EXPENSES_158764.95,0.0
HEALTHCARE_EXPENSES_159549.87,0.0
HEALTHCARE_EXPENSES_159731.33,0.0
HEALTHCARE_EXPENSES_1598.63,0.0
HEALTHCARE_EXPENSES_1599271.09,0.0
HEALTHCARE_EXPENSES_160175.59,0.0
HEALTHCARE_EXPENSES_16040.25,0.0
HEALTHCARE_EXPENSES_16052.97,0.0
HEALTHCARE_EXPENSES_160578.16,0.0
HEALTHCARE_EXPENSES_160602.08,0.0
HEALTHCARE_EXPENSES_161377.76,0.0
HEALTHCARE_EXPENSES_16144.94,0.0
HEALTHCARE_EXPENSES_16147.53,0.0
HEALTHCARE_EXPENSES_1620584.94,0.0
HEALTHCARE_EXPENSES_162165.55,0.0
HEALTHCARE_EXPENSES_162187.70,0.0
HEALTHCARE_EXPENSES_162216.16,0.0
HEALTHCARE_EXPENSES_162288.62,0.0
HEALTHCARE_EXPENSES_162325.14,0.0
HEALTHCARE_EXPENSES_162518.04,0.0
HEALTHCARE_EXPENSES_162627.85,0.0
HEALTHCARE_EXPENSES_16263.39,0.0
HEALTHCARE_EXPENSES_162738.05,0.0
HEALTHCARE_EXPENSES_16296.20,0.0
HEALTHCARE_EXPENSES_162977.47,0.0
HEALTHCARE_EXPENSES_163229.99,0.0
HEALTHCARE_EXPENSES_163493.43,0.0
HEALTHCARE_EXPENSES_16416.73,0.0
HEALTHCARE_EXPENSES_164281.16,0.0
HEALTHCARE_EXPENSES_16454.28,0.0
HEALTHCARE_EXPENSES_164633.17,0.0
HEALTHCARE_EXPENSES_164932.07,0.0
HEALTHCARE_EXPENSES_165076.97,0.0
HEALTHCARE_EXPENSES_16514.90,0.0
HEALTHCARE_EXPENSES_165194.19,0.0
HEALTHCARE_EXPENSES_165482.41,0.0
HEALTHCARE_EXPENSES_165642.39,0.0
HEALTHCARE_EXPENSES_16565.99,0.0
HEALTHCARE_EXPENSES_165696.85,0.0
HEALTHCARE_EXPENSES_165902.85,0.0
HEALTHCARE_EXPENSES_166006.03,0.0
HEALTHCARE_EXPENSES_166027.96,0.0
HEALTHCARE_EXPENSES_16651.10,0.0
HEALTHCARE_EXPENSES_167111.62,0.0
HEALTHCARE_EXPENSES_1672.43,0.0
HEALTHCARE_EXPENSES_167410.52,0.0
HEALTHCARE_EXPENSES_167689.39,0.0
HEALTHCARE_EXPENSES_167844.06,0.0
HEALTHCARE_EXPENSES_168134.85,0.0
HEALTHCARE_EXPENSES_168252.27,0.0
HEALTHCARE_EXPENSES_168423.10,0.0
HEALTHCARE_EXPENSES_16855.41,0.0
HEALTHCARE_EXPENSES_16855.79,0.0
HEALTHCARE_EXPENSES_168911.61,0.0
HEALTHCARE_EXPENSES_168917.38,0.0
HEALTHCARE_EXPENSES_16892.36,0.0
HEALTHCARE_EXPENSES_169034.09,0.0
HEALTHCARE_EXPENSES_169061.31,0.0
HEALTHCARE_EXPENSES_169363.52,0.0
HEALTHCARE_EXPENSES_169369.67,0.0
HEALTHCARE_EXPENSES_16959.68,0.0
HEALTHCARE_EXPENSES_169828.28,0.0
HEALTHCARE_EXPENSES_170092.69,0.0
HEALTHCARE_EXPENSES_170506.46,0.0
HEALTHCARE_EXPENSES_170587.99,0.0
HEALTHCARE_EXPENSES_170682.73,0.0
HEALTHCARE_EXPENSES_170988.81,0.0
HEALTHCARE_EXPENSES_171449.10,0.0
HEALTHCARE_EXPENSES_171873.17,0.0
HEALTHCARE_EXPENSES_171924.77,0.0
HEALTHCARE_EXPENSES_172042.69,0.0
HEALTHCARE_EXPENSES_17213.27,0.0
HEALTHCARE_EXPENSES_172155.90,0.0
HEALTHCARE_EXPENSES_17258.56,0.0
HEALTHCARE_EXPENSES_172754.31,0.0
HEALTHCARE_EXPENSES_17283.76,0.0
HEALTHCARE_EXPENSES_17305.84,0.0
HEALTHCARE_EXPENSES_17335.17,0.0
HEALTHCARE_EXPENSES_17335.55,0.0
HEALTHCARE_EXPENSES_173637.89,0.0
HEALTHCARE_EXPENSES_173735.90,0.0
HEALTHCARE_EXPENSES_17380.00,0.0
HEALTHCARE_EXPENSES_174265.37,0.0
HEALTHCARE_EXPENSES_17461.29,0.0
HEALTHCARE_EXPENSES_174676.16,0.0
HEALTHCARE_EXPENSES_174702.98,0.0
HEALTHCARE_EXPENSES_174878.01,0.0
HEALTHCARE_EXPENSES_17491.63,0.0
HEALTHCARE_EXPENSES_17504.60,0.0
HEALTHCARE_EXPENSES_175184.86,0.0
HEALTHCARE_EXPENSES_17566.98,0.0
HEALTHCARE_EXPENSES_176182.29,0.0
HEALTHCARE_EXPENSES_17640.06,0.0
HEALTHCARE_EXPENSES_176588.74,0.0
HEALTHCARE_EXPENSES_1773784.66,0.0
HEALTHCARE_EXPENSES_177627.87,0.0
HEALTHCARE_EXPENSES_17784.15,0.0
HEALTHCARE_EXPENSES_177877.40,0.0
HEALTHCARE_EXPENSES_177902.65,0.0
HEALTHCARE_EXPENSES_177926.30,0.0
